table,dataset,backbone,shots,rank,params,encoder,position,n_seeds,mean_acc,std_acc,mean_sec,total_sec,seeds
fig3,stanford_cars,ViT-B/16,4,2,q_v,text,all,1,75.25,0.0,406,406,1
fig3,stanford_cars,ViT-B/16,4,2,q_v,vision,all,1,72.02,0.0,277,277,1
fig3,stanford_cars,ViT-B/16,4,2,q_v_k,both,all,1,76.81,0.0,556,556,1
fig3,stanford_cars,ViT-B/16,4,2,q_v_k,text,all,1,75.77,0.0,428,428,1
fig3,stanford_cars,ViT-B/16,4,2,q_v_k,vision,all,1,72.06,0.0,295,295,1
fig3,stanford_cars,ViT-B/16,4,2,q_v_k_o,both,all,1,76.78,0.0,584,584,1
fig3,stanford_cars,ViT-B/16,4,2,q_v_k_o,text,all,1,75.99,0.0,439,439,1
fig3,stanford_cars,ViT-B/16,4,2,q_v_k_o,vision,all,1,72.57,0.0,304,304,1
fig3,stanford_cars,ViT-B/16,4,2,v,both,all,1,75.45,0.0,497,497,1
fig3,stanford_cars,ViT-B/16,4,2,v,text,all,1,74.54,0.0,396,396,1
fig3,stanford_cars,ViT-B/16,4,2,v,vision,all,1,70.89,0.0,266,266,1
fig3,stanford_cars,ViT-B/16,4,4,k,both,all,1,75.45,0.0,496,496,1
fig3,stanford_cars,ViT-B/16,4,4,k,text,all,1,74.16,0.0,394,394,1
fig3,stanford_cars,ViT-B/16,4,4,k,vision,all,1,68.97,0.0,264,264,1
fig3,stanford_cars,ViT-B/16,4,4,o,both,all,1,76.97,0.0,488,488,1
fig3,stanford_cars,ViT-B/16,4,4,o,text,all,1,74.89,0.0,393,393,1
fig3,stanford_cars,ViT-B/16,4,4,o,vision,all,1,71.07,0.0,261,261,1
fig3,stanford_cars,ViT-B/16,4,4,q,both,all,1,75.07,0.0,493,493,1
fig3,stanford_cars,ViT-B/16,4,4,q,text,all,1,74.03,0.0,392,392,1
fig3,stanford_cars,ViT-B/16,4,4,q,vision,all,1,69.08,0.0,266,266,1
fig3,stanford_cars,ViT-B/16,4,4,q_v,both,all,1,77.35,0.0,524,524,1
fig3,stanford_cars,ViT-B/16,4,4,q_v,text,all,1,75.62,0.0,406,406,1
fig3,stanford_cars,ViT-B/16,4,4,q_v,vision,all,1,72.3,0.0,278,278,1
fig3,stanford_cars,ViT-B/16,4,4,q_v_k,both,all,1,76.59,0.0,554,554,1
fig3,stanford_cars,ViT-B/16,4,4,q_v_k,text,all,1,76.18,0.0,430,430,1
fig3,stanford_cars,ViT-B/16,4,4,q_v_k,vision,all,1,72.63,0.0,291,291,1
fig3,stanford_cars,ViT-B/16,4,4,q_v_k_o,both,all,1,77.18,0.0,585,585,1
fig3,stanford_cars,ViT-B/16,4,4,q_v_k_o,text,all,1,75.71,0.0,444,444,1
fig3,stanford_cars,ViT-B/16,4,4,q_v_k_o,vision,all,1,73.41,0.0,305,305,1
fig3,stanford_cars,ViT-B/16,4,4,v,both,all,1,76.52,0.0,494,494,1
fig3,stanford_cars,ViT-B/16,4,4,v,text,all,1,75.12,0.0,396,396,1
fig3,stanford_cars,ViT-B/16,4,4,v,vision,all,1,71.52,0.0,268,268,1
fig3,stanford_cars,ViT-B/16,4,8,k,both,all,1,75.94,0.0,496,496,1
fig3,stanford_cars,ViT-B/16,4,8,k,text,all,1,74.48,0.0,388,388,1
fig3,stanford_cars,ViT-B/16,4,8,k,vision,all,1,69.33,0.0,264,264,1
fig3,stanford_cars,ViT-B/16,4,8,o,both,all,1,77.33,0.0,489,489,1
fig3,stanford_cars,ViT-B/16,4,8,o,text,all,1,76.06,0.0,391,391,1
fig3,stanford_cars,ViT-B/16,4,8,o,vision,all,1,72.02,0.0,261,261,1
fig3,stanford_cars,ViT-B/16,4,8,q,both,all,1,75.79,0.0,494,494,1
fig3,stanford_cars,ViT-B/16,4,8,q,text,all,1,74.11,0.0,388,388,1
fig3,stanford_cars,ViT-B/16,4,8,q,vision,all,1,69.22,0.0,267,267,1
fig3,stanford_cars,ViT-B/16,4,8,q_v,both,all,1,77.29,0.0,525,525,1
fig3,stanford_cars,ViT-B/16,4,8,q_v,text,all,1,75.72,0.0,409,409,1
fig3,stanford_cars,ViT-B/16,4,8,q_v,vision,all,1,73.06,0.0,277,277,1
fig3,stanford_cars,ViT-B/16,4,8,q_v_k,both,all,1,77.19,0.0,557,557,1
fig3,stanford_cars,ViT-B/16,4,8,q_v_k,text,all,1,75.8,0.0,427,427,1
fig3,stanford_cars,ViT-B/16,4,8,q_v_k,vision,all,1,73.03,0.0,299,299,1
fig3,stanford_cars,ViT-B/16,4,8,q_v_k_o,both,all,1,77.08,0.0,583,583,1
fig3,stanford_cars,ViT-B/16,4,8,q_v_k_o,text,all,1,75.6,0.0,442,442,1
fig3,stanford_cars,ViT-B/16,4,8,q_v_k_o,vision,all,1,73.36,0.0,307,307,1
fig3,stanford_cars,ViT-B/16,4,8,v,both,all,1,76.38,0.0,491,491,1
fig3,stanford_cars,ViT-B/16,4,8,v,text,all,1,75.38,0.0,390,390,1
fig3,stanford_cars,ViT-B/16,4,8,v,vision,all,1,72.28,0.0,266,266,1
fig3,stanford_cars,ViT-B/16,4,16,k,both,all,1,76.37,0.0,497,497,1
fig3,stanford_cars,ViT-B/16,4,16,k,text,all,1,74.95,0.0,394,394,1
fig3,stanford_cars,ViT-B/16,4,16,k,vision,all,1,69.79,0.0,267,267,1
fig3,stanford_cars,ViT-B/16,4,16,o,both,all,1,77.54,0.0,492,492,1
fig3,stanford_cars,ViT-B/16,4,16,o,text,all,1,75.75,0.0,390,390,1
fig3,stanford_cars,ViT-B/16,4,16,o,vision,all,1,72.96,0.0,262,262,1
fig3,stanford_cars,ViT-B/16,4,16,q,both,all,1,76.09,0.0,494,494,1
fig3,stanford_cars,ViT-B/16,4,16,q,text,all,1,74.48,0.0,389,389,1
fig3,stanford_cars,ViT-B/16,4,16,q,vision,all,1,69.57,0.0,264,264,1
fig3,stanford_cars,ViT-B/16,4,16,q_v,both,all,1,76.78,0.0,528,528,1
fig3,stanford_cars,ViT-B/16,4,16,q_v,text,all,1,75.54,0.0,407,407,1
fig3,stanford_cars,ViT-B/16,4,16,q_v,vision,all,1,73.08,0.0,284,284,1
fig3,stanford_cars,ViT-B/16,4,16,q_v_k,both,all,1,77.45,0.0,558,558,1
fig3,stanford_cars,ViT-B/16,4,16,q_v_k,text,all,1,75.21,0.0,427,427,1
fig3,stanford_cars,ViT-B/16,4,16,q_v_k,vision,all,1,73.92,0.0,295,295,1
fig3,stanford_cars,ViT-B/16,4,16,q_v_k_o,both,all,1,77.2,0.0,585,585,1
fig3,stanford_cars,ViT-B/16,4,16,q_v_k_o,text,all,1,75.44,0.0,443,443,1
fig3,stanford_cars,ViT-B/16,4,16,q_v_k_o,vision,all,1,74.53,0.0,306,306,1
fig3,stanford_cars,ViT-B/16,4,16,v,both,all,1,77.65,0.0,491,491,1
fig3,stanford_cars,ViT-B/16,4,16,v,text,all,1,75.72,0.0,390,390,1
fig3,stanford_cars,ViT-B/16,4,16,v,vision,all,1,72.94,0.0,263,263,1
fig3,stanford_cars,ViT-B/16,4,32,k,both,all,1,76.16,0.0,493,493,1
fig3,stanford_cars,ViT-B/16,4,32,k,text,all,1,75.3,0.0,386,386,1
fig3,stanford_cars,ViT-B/16,4,32,k,vision,all,1,69.54,0.0,262,262,1
fig3,stanford_cars,ViT-B/16,4,32,o,both,all,1,77.86,0.0,491,491,1
fig3,stanford_cars,ViT-B/16,4,32,o,text,all,1,76.04,0.0,387,387,1
fig3,stanford_cars,ViT-B/16,4,32,o,vision,all,1,73.62,0.0,264,264,1
fig3,stanford_cars,ViT-B/16,4,32,q,both,all,1,76.13,0.0,492,492,1
fig3,stanford_cars,ViT-B/16,4,32,q,text,all,1,74.75,0.0,395,395,1
fig3,stanford_cars,ViT-B/16,4,32,q,vision,all,1,69.34,0.0,266,266,1
fig3,stanford_cars,ViT-B/16,4,32,q_v,both,all,1,76.86,0.0,530,530,1
fig3,stanford_cars,ViT-B/16,4,32,q_v,text,all,1,75.51,0.0,407,407,1
fig3,stanford_cars,ViT-B/16,4,32,q_v,vision,all,1,73.8,0.0,276,276,1
fig3,stanford_cars,ViT-B/16,4,32,q_v_k,both,all,1,76.76,0.0,557,557,1
fig3,stanford_cars,ViT-B/16,4,32,q_v_k,text,all,1,75.16,0.0,425,425,1
fig3,stanford_cars,ViT-B/16,4,32,q_v_k,vision,all,1,74.31,0.0,294,294,1
fig3,stanford_cars,ViT-B/16,4,32,q_v_k_o,both,all,1,76.86,0.0,585,585,1
fig3,stanford_cars,ViT-B/16,4,32,q_v_k_o,text,all,1,75.28,0.0,442,442,1
fig3,stanford_cars,ViT-B/16,4,32,q_v_k_o,vision,all,1,75.0,0.0,309,309,1
fig3,stanford_cars,ViT-B/16,4,32,v,both,all,1,77.32,0.0,494,494,1
fig3,stanford_cars,ViT-B/16,4,32,v,text,all,1,75.9,0.0,389,389,1
fig3,stanford_cars,ViT-B/16,4,32,v,vision,all,1,73.75,0.0,267,267,1
